diagram_id,similarity_score,ged_value,max_possible_ged,normalized_ged,semantic_score,structural_score,relationship_score,details,num_edit_operations,edit_operations_summary,variation_type,expected_score_range,modifications,human_score,nodes_key,nodes_student,nodes_matched,nodes_missing,nodes_extra,edges_key,edges_student,edges_wrong_type,system_category,human_category,error,abs_error
student_012,89.85665620367027,2.483439435064793,22.0,0.11288361068476331,60.01654379069805,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.195367738604546, 'total_attr_cost': 7.81572457353274, 'total_method_cost': 11.248419056336086}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",minor_semantic,"[85, 95]",['Changed Pembayaran to Transaksi (synonym)'],84.75943019567532,7,7,7,0,0,8,8,0,Good,Good,5.097226007994948,5.097226007994948
student_013,72.09547939866596,8.5150894112885,22.0,0.3870495186949318,60.53360450480665,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.050590738654137, 'total_attr_cost': 8.108297283450764, 'total_method_cost': 11.263423651456833}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",minor_semantic,"[85, 95]","['Changed Pelanggan to Konsumen (synonym)', 'Changed Pesanan to Order (synonym)', 'Changed Pembayaran to Transaksi (synonym)']",75.0,7,7,7,0,0,8,8,0,Good,Good,2.904520601334042,2.904520601334042
student_014,89.56979541287212,2.5618513457477095,22.0,0.1164477884430777,56.89714726592814,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 12.068798765540123, 'total_attr_cost': 7.738850913445154, 'total_method_cost': 11.297819763422012}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",minor_semantic,"[85, 95]","['Changed Produk to Barang (synonym)', 'Changed Pelanggan to Pembeli (synonym)']",88.1708148016335,7,7,7,0,0,8,8,0,Good,Good,1.3989806112386276,1.3989806112386276
student_015,89.85665620367027,2.483439435064793,22.0,0.11288361068476331,60.01654379069805,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.195367738604546, 'total_attr_cost': 7.81572457353274, 'total_method_cost': 11.248419056336086}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",minor_semantic,"[85, 95]",['Changed Pembayaran to Transaksi (synonym)'],88.32886603397976,7,7,7,0,0,8,8,0,Good,Good,1.5277901696905047,1.5277901696905047
student_016,93.81555227105846,1.4502696700394155,22.0,0.06592134863815526,59.963834977575715,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.210126206278801, 'total_attr_cost': 7.7459186236063635, 'total_method_cost': 11.252924591302872}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",spelling_errors,"[80, 90]","['Typo: Pesanan → Pesenan', 'Typo: KeranjangBelanja → KerenjangBelanja', 'Typo: Pengiriman → Pengirimen']",94.58709824014272,7,7,7,0,0,8,8,0,Excellent,Excellent,0.7715459690842579,0.7715459690842579
student_017,89.92782648856053,2.464062859117985,22.0,0.11200285723263569,60.028456417577615,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.19203220307827, 'total_attr_cost': 7.81572457353274, 'total_method_cost': 11.248419056336086}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",spelling_errors,"[80, 90]","['Typo: Pesanan → Pasanan', 'Typo: Faktur → Fektur']",91.52703826855836,7,7,7,0,0,8,8,0,Good,Excellent,1.5992117799978303,1.5992117799978303
student_018,89.81553050610069,2.494650174677372,22.0,0.11339318975806237,59.383632987737656,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.372582763433456, 'total_attr_cost': 7.81572457353274, 'total_method_cost': 11.248419056336086}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",spelling_errors,"[80, 90]","['Typo: Pengiriman → Peniriman', 'Typo: Pembayaran → Pembeyaran', 'Typo: Pesanan → Pesanan']",94.33979832430023,7,7,7,0,0,8,8,0,Good,Excellent,4.524267818199547,4.524267818199547
student_019,89.80006976186165,2.4988673821091654,22.0,0.11358488100496206,59.75798267338956,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.26776485145092, 'total_attr_cost': 7.81572457353274, 'total_method_cost': 11.248419056336086}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",spelling_errors,"[80, 90]","['Typo: Pembayaran → Pembayaren', 'Typo: Faktur → Faktur']",93.40130374923172,7,7,7,0,0,8,8,0,Good,Excellent,3.6012339873700654,3.6012339873700654
student_020,93.76361970261262,1.4632579989731314,22.0,0.06651172722605142,60.04429134939397,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.187598422169685, 'total_attr_cost': 7.7459186236063635, 'total_method_cost': 11.252924591302872}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",spelling_errors,"[80, 90]","['Typo: Faktur → Faktur', 'Typo: Produk → Produk', 'Typo: Pengiriman → Pengirimen']",89.32196572972295,7,7,7,0,0,8,8,0,Excellent,Good,4.441653972889668,4.441653972889668
student_021,88.68276425974972,2.8075262241065504,22.0,0.12761482836847957,57.0839986205101,85.71428571428572,87.5,"{'nodes_key': 7, 'nodes_student': 6, 'nodes_matched': 6, 'nodes_missing': 1, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 7, 'edges_wrong_type': 0, 'edges_missing': 1, 'edges_extra': 0, 'total_name_cost': 9.012360289692879, 'total_attr_cost': 6.0859144250551855, 'total_method_cost': 8.604109307130177}",21,"{'node_substitutions': 21, 'edge_wrong_types': 0, 'total_operations': 21}",missing_classes,"[60, 80]",['Removed class: Pengiriman'],87.27424746037363,7,6,6,1,0,8,7,0,Good,Good,1.4085167993760876,1.4085167993760876
student_022,88.68276425974972,2.8075262241065504,22.0,0.12761482836847957,57.0839986205101,85.71428571428572,87.5,"{'nodes_key': 7, 'nodes_student': 6, 'nodes_matched': 6, 'nodes_missing': 1, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 7, 'edges_wrong_type': 0, 'edges_missing': 1, 'edges_extra': 0, 'total_name_cost': 9.012360289692879, 'total_attr_cost': 6.0859144250551855, 'total_method_cost': 8.604109307130177}",21,"{'node_substitutions': 21, 'edge_wrong_types': 0, 'total_operations': 21}",missing_classes,"[60, 80]",['Removed class: Pengiriman'],87.44347539594969,7,6,6,1,0,8,7,0,Good,Good,1.2392888638000272,1.2392888638000272
student_023,72.26061510724014,8.445353900392849,22.0,0.3838797227451295,52.602665523687996,71.42857142857143,12.5,"{'nodes_key': 7, 'nodes_student': 5, 'nodes_matched': 5, 'nodes_missing': 2, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 2, 'edges_wrong_type': 1, 'edges_missing': 6, 'edges_extra': 0, 'total_name_cost': 7.1096001714468, 'total_attr_cost': 4.25592994093895, 'total_method_cost': 7.169735838969548}",16,"{'node_substitutions': 15, 'edge_wrong_types': 1, 'total_operations': 16}",missing_classes,"[60, 80]","['Removed class: Produk', 'Removed class: Pesanan']",73.04768868792515,7,5,5,2,0,8,2,1,Good,Good,0.7870735806850035,0.7870735806850035
student_024,82.37753219526428,4.706311070173979,22.0,0.2139232304624536,53.0172935128212,71.42857142857143,62.5,"{'nodes_key': 7, 'nodes_student': 5, 'nodes_matched': 5, 'nodes_missing': 2, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 5, 'edges_wrong_type': 0, 'edges_missing': 3, 'edges_extra': 0, 'total_name_cost': 7.04740597307682, 'total_attr_cost': 4.595694674054782, 'total_method_cost': 3.975455929835637}",15,"{'node_substitutions': 15, 'edge_wrong_types': 0, 'total_operations': 15}",missing_classes,"[60, 80]","['Removed class: Faktur', 'Removed class: Pengiriman']",80.87896133953019,7,5,5,2,0,8,5,0,Good,Good,1.498570855734087,1.498570855734087
student_025,77.19268452652786,6.500109997391701,22.0,0.2954595453359864,56.26334289709727,71.42857142857143,50.0,"{'nodes_key': 7, 'nodes_student': 5, 'nodes_matched': 5, 'nodes_missing': 2, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 4, 'edges_wrong_type': 0, 'edges_missing': 4, 'edges_extra': 0, 'total_name_cost': 6.5604985654354095, 'total_attr_cost': 3.59830379486084, 'total_method_cost': 7.242348740498225}",15,"{'node_substitutions': 15, 'edge_wrong_types': 0, 'total_operations': 15}",missing_classes,"[60, 80]","['Removed class: Pembayaran', 'Removed class: KeranjangBelanja']",73.40324501041886,7,5,5,2,0,8,4,0,Good,Good,3.789439516108999,3.789439516108999
student_026,86.33117401038433,3.4832628563046457,22.0,0.15833012983202935,61.2948601586478,87.5,100.0,"{'nodes_key': 7, 'nodes_student': 8, 'nodes_matched': 6, 'nodes_missing': 0, 'nodes_extra': 1, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 13.546798944473267, 'total_attr_cost': 14.815724573532739, 'total_method_cost': 16.63207812110583}",35,"{'node_substitutions': 35, 'edge_wrong_types': 0, 'total_operations': 35}",extra_classes,"[60, 80]",['Added extra class: ExtraClass1'],87.74352575976043,7,8,6,0,1,8,8,0,Good,Good,1.4123517493761,1.4123517493761
student_027,83.07133497624386,4.483262856304646,22.0,0.20378467528657482,61.83100945892788,77.77777777777779,100.0,"{'nodes_key': 7, 'nodes_student': 9, 'nodes_matched': 5, 'nodes_missing': 0, 'nodes_extra': 2, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 16.03097602725029, 'total_attr_cost': 21.81572457353274, 'total_method_cost': 22.015737185875572}",42,"{'node_substitutions': 42, 'edge_wrong_types': 0, 'total_operations': 42}",extra_classes,"[60, 80]","['Added extra class: ExtraClass1', 'Added extra class: ExtraClass2']",85.57172575622208,7,9,5,0,2,8,8,0,Good,Good,2.5003907799782183,2.5003907799782183
student_028,83.07133497624386,4.483262856304646,22.0,0.20378467528657482,61.83100945892788,77.77777777777779,100.0,"{'nodes_key': 7, 'nodes_student': 9, 'nodes_matched': 5, 'nodes_missing': 0, 'nodes_extra': 2, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 16.03097602725029, 'total_attr_cost': 21.81572457353274, 'total_method_cost': 22.015737185875572}",42,"{'node_substitutions': 42, 'edge_wrong_types': 0, 'total_operations': 42}",extra_classes,"[60, 80]","['Added extra class: ExtraClass1', 'Added extra class: ExtraClass2']",81.75858533481039,7,9,5,0,2,8,8,0,Good,Good,1.31274964143347,1.31274964143347
student_029,86.33117401038433,3.4832628563046457,22.0,0.15833012983202935,61.2948601586478,87.5,100.0,"{'nodes_key': 7, 'nodes_student': 8, 'nodes_matched': 6, 'nodes_missing': 0, 'nodes_extra': 1, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 13.546798944473267, 'total_attr_cost': 14.815724573532739, 'total_method_cost': 16.63207812110583}",35,"{'node_substitutions': 35, 'edge_wrong_types': 0, 'total_operations': 35}",extra_classes,"[60, 80]",['Added extra class: ExtraClass1'],85.68766278247305,7,8,6,0,1,8,8,0,Good,Good,0.6435112279112758,0.6435112279112758
student_030,83.07133497624386,4.483262856304646,22.0,0.20378467528657482,61.83100945892788,77.77777777777779,100.0,"{'nodes_key': 7, 'nodes_student': 9, 'nodes_matched': 5, 'nodes_missing': 0, 'nodes_extra': 2, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 16.03097602725029, 'total_attr_cost': 21.81572457353274, 'total_method_cost': 22.015737185875572}",42,"{'node_substitutions': 42, 'edge_wrong_types': 0, 'total_operations': 42}",extra_classes,"[60, 80]","['Added extra class: ExtraClass1', 'Added extra class: ExtraClass2']",81.08404749028287,7,9,5,0,2,8,8,0,Good,Good,1.9872874859609908,1.9872874859609908
student_031,73.35196156444465,7.992381295313438,22.0,0.3632900588778835,58.70239803833621,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.563328549265862, 'total_attr_cost': 11.752651135126749, 'total_method_cost': 12.44170015056928}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",missing_attributes,"[70, 85]","['Removed attribute idPembayaran from Pembayaran', 'Removed attribute totalJumlah from Pesanan', 'Removed attribute totalJumlah from Pembayaran']",70.23965328654397,7,7,7,0,0,8,8,0,Good,Good,3.1123082779006808,3.1123082779006808
student_032,89.01309443315849,2.7154647752642633,22.0,0.12343021705746651,60.154034037675174,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.15687046945095, 'total_attr_cost': 11.3550194611152, 'total_method_cost': 11.248419056336086}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",missing_attributes,"[70, 85]","['Removed attribute deskripsi from Produk', 'Removed attribute idPengiriman from Pengiriman', 'Removed attribute totalJumlah from Pembayaran']",86.93193447041196,7,7,7,0,0,8,8,0,Good,Good,2.0811599627465256,2.0811599627465256
student_033,84.90972818568669,3.9098697759211065,22.0,0.17772135345095938,59.693101314561716,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.285931631922722, 'total_attr_cost': 14.04584118127823, 'total_method_cost': 11.319414585828781}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",missing_attributes,"[70, 85]","['Removed attribute idPesanan from Faktur', 'Removed attribute idPengiriman from Pengiriman', 'Removed attribute harga from Produk', 'Removed attribute namaProduk from Produk']",87.11232500781766,7,7,7,0,0,8,8,0,Good,Good,2.202596822130971,2.202596822130971
student_034,74.07965206121403,7.6977636744578675,22.0,0.34989834883899396,60.20264758595398,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.143258675932884, 'total_attr_cost': 11.298415330052375, 'total_method_cost': 11.267929186423618}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",missing_attributes,"[70, 85]","['Removed attribute idPesanan from Pengiriman', 'Removed attribute idKeranjang from KeranjangBelanja', 'Removed attribute alamat from Pelanggan']",74.4370370659495,7,7,7,0,0,8,8,0,Good,Good,0.35738500473546253,0.35738500473546253
student_035,74.15383976534059,7.6680523484945295,22.0,0.34854783402247863,60.20264758595398,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.143258675932884, 'total_attr_cost': 10.782138898968695, 'total_method_cost': 11.267929186423618}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",missing_attributes,"[70, 85]","['Removed attribute nomorFaktur from Faktur', 'Removed attribute alamat from Pelanggan', 'Removed attribute idPengiriman from Pengiriman']",72.8264585535841,7,7,7,0,0,8,8,0,Good,Good,1.3273812117564887,1.3273812117564887
student_036,70.94218759891277,9.011166619757812,22.0,0.4095984827162642,59.013781430465826,100.0,87.5,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 1, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.476141199469566, 'total_attr_cost': 9.118863585591315, 'total_method_cost': 14.963339636723202}",29,"{'node_substitutions': 28, 'edge_wrong_types': 1, 'total_operations': 29}",missing_methods,"[70, 85]","['Removed method perbarui from Pelanggan', 'Removed method masuk from Pelanggan', 'Removed method batalkanPesanan from Pesanan']",72.86125117260677,7,7,7,0,0,8,8,1,Good,Good,1.9190635736940038,1.9190635736940038
student_037,71.11359830993284,8.9364179606239,22.0,0.4062008163919954,59.488876855799134,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.343114480376244, 'total_attr_cost': 8.60577324728171, 'total_method_cost': 14.954473664363226}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",missing_methods,"[70, 85]","['Removed method perbarui from Pelanggan', 'Removed method lacakPengiriman from Pengiriman']",69.53847521927324,7,7,7,0,0,8,8,0,Good,Fair,1.575123090659602,1.575123090659602
student_038,73.80968030358947,7.806388416141272,22.0,0.3548358370973305,58.70239803833621,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.563328549265862, 'total_attr_cost': 7.815331063667933, 'total_method_cost': 14.952611575524013}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",missing_methods,"[70, 85]","['Removed method batalkanPesanan from Pesanan', 'Removed method buatPesanan from Pesanan']",83.34479311292215,7,7,7,0,0,8,8,0,Good,Good,9.535112809332674,9.535112809332674
