diagram_id,similarity_score,ged_value,max_possible_ged,normalized_ged,semantic_score,structural_score,relationship_score,details,num_edit_operations,edit_operations_summary,variation_type,expected_score_range,modifications,human_score,nodes_key,nodes_student,nodes_matched,nodes_missing,nodes_extra,edges_key,edges_student,edges_wrong_type,system_category,human_category,error,abs_error
student_011,89.84716258481608,2.486026455461979,22.0,0.11300120252099904,59.954430961183135,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.212759330868721, 'total_attr_cost': 7.81572457353274, 'total_method_cost': 11.248419056336086}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",minor_semantic,"[85, 95]",['Changed Pesanan to Pemesanan (synonym)'],93.83201861519319,7,7,7,0,0,8,8,0,Good,Excellent,3.9848560303771166,3.9848560303771166
student_012,89.79286362871099,2.500833486020565,22.0,0.11367424936457114,60.02852953970432,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.19201172888279, 'total_attr_cost': 7.81572457353274, 'total_method_cost': 11.248419056336086}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",minor_semantic,"[85, 95]",['Changed Pelanggan to Konsumen (synonym)'],87.81925271709181,7,7,7,0,0,8,8,0,Good,Good,1.9736109116191756,1.9736109116191756
student_013,89.85730426994462,2.4832628563046457,22.0,0.11287558437748389,60.154034037675174,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.15687046945095, 'total_attr_cost': 7.81572457353274, 'total_method_cost': 11.248419056336086}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",minor_semantic,"[85, 95]",[],87.03273249462157,7,7,7,0,0,8,8,0,Good,Good,2.824571775323051,2.824571775323051
student_014,93.813583028744,1.450761914998293,22.0,0.06594372340901332,60.69689616560936,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.00486907362938, 'total_attr_cost': 7.7459186236063635, 'total_method_cost': 11.252924591302872}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",minor_semantic,"[85, 95]",['Changed Pembayaran to Bayar (synonym)'],93.2062820896816,7,7,7,0,0,8,8,0,Excellent,Excellent,0.6073009390624122,0.6073009390624122
student_015,89.85730426994462,2.4832628563046457,22.0,0.11287558437748389,60.154034037675174,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.15687046945095, 'total_attr_cost': 7.81572457353274, 'total_method_cost': 11.248419056336086}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",minor_semantic,"[85, 95]",[],87.44310052240532,7,7,7,0,0,8,8,0,Good,Good,2.414203747539304,2.414203747539304
student_016,90.03148999398812,2.435894598066807,22.0,0.11072248173030941,60.600262933543746,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.03192637860775, 'total_attr_cost': 7.81572457353274, 'total_method_cost': 11.248419056336086}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",spelling_errors,"[80, 90]","['Typo: KeranjangBelanja → KerenjangBelanja', 'Typo: Pelanggan → Pelenggan', 'Typo: Pesanan → Pasanan']",84.09396968139882,7,7,7,0,0,8,8,0,Excellent,Good,5.9375203125892995,5.9375203125892995
student_017,89.61724948083769,2.54884537011385,22.0,0.11585660773244771,56.52744908417975,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 12.172314256429672, 'total_attr_cost': 7.81572457353274, 'total_method_cost': 11.248419056336086}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",spelling_errors,"[80, 90]","['Typo: Pembayaran → Pambayaran', 'Typo: Pelanggan → Pelenggan']",92.51570204794116,7,7,7,0,0,8,8,0,Good,Excellent,2.898452567103476,2.898452567103476
student_018,93.61000464106549,1.501761467009783,22.0,0.06826188486408104,58.43564596559321,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.638019129633904, 'total_attr_cost': 7.7459186236063635, 'total_method_cost': 11.252924591302872}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",spelling_errors,"[80, 90]","['Typo: Pengiriman → Pangiriman', 'Typo: Produk → Produk']",94.90757337239015,7,7,7,0,0,8,8,0,Excellent,Excellent,1.2975687313246596,1.2975687313246596
student_019,89.80306882141429,2.498049218952656,22.0,0.11354769177057528,59.17513093778065,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.430963337421417, 'total_attr_cost': 7.81572457353274, 'total_method_cost': 11.248419056336086}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",spelling_errors,"[80, 90]","['Typo: Pesanan → Pesenan', 'Typo: Pengiriman → Pengirimen', 'Typo: Pembayaran → Pembeyaran']",89.36700449902308,7,7,7,0,0,8,8,0,Good,Good,0.4360643223912035,0.4360643223912035
student_020,89.93326623476393,2.462583114206791,22.0,0.11193559610030869,60.30174648123128,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.115510985255241, 'total_attr_cost': 7.81572457353274, 'total_method_cost': 11.248419056336086}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",spelling_errors,"[80, 90]","['Typo: Pelanggan → Pelenggan', 'Typo: Pembayaran → Pembayaran', 'Typo: KeranjangBelanja → KeranjangBelanja']",86.07883038318552,7,7,7,0,0,8,8,0,Good,Good,3.8544358515784154,3.8544358515784154
student_021,78.74963035753828,5.936639067530632,22.0,0.26984723034230146,56.75448030233383,85.71428571428572,37.5,"{'nodes_key': 7, 'nodes_student': 6, 'nodes_matched': 6, 'nodes_missing': 1, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 3, 'edges_wrong_type': 0, 'edges_missing': 5, 'edges_extra': 0, 'total_name_cost': 9.081559136509895, 'total_attr_cost': 6.077063570419948, 'total_method_cost': 9.506408582131067}",21,"{'node_substitutions': 21, 'edge_wrong_types': 0, 'total_operations': 21}",missing_classes,"[60, 80]",['Removed class: Pesanan'],78.86954407281603,7,6,6,1,0,8,3,0,Good,Good,0.11991371527774675,0.11991371527774675
student_022,72.41573260126604,8.3801386932532,22.0,0.3809153951478727,52.91761765877405,71.42857142857143,50.0,"{'nodes_key': 7, 'nodes_student': 5, 'nodes_matched': 5, 'nodes_missing': 2, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 4, 'edges_wrong_type': 0, 'edges_missing': 4, 'edges_extra': 0, 'total_name_cost': 7.062357351183891, 'total_attr_cost': 4.861092324058215, 'total_method_cost': 4.8908607562383}",15,"{'node_substitutions': 15, 'edge_wrong_types': 0, 'total_operations': 15}",missing_classes,"[60, 80]","['Removed class: Pelanggan', 'Removed class: Faktur']",75.50137990110225,7,5,5,2,0,8,4,0,Good,Good,3.0856472998362108,3.0856472998362108
student_023,74.6234386454409,7.481353847185771,22.0,0.3400615385084441,57.012801581905,85.71428571428572,75.0,"{'nodes_key': 7, 'nodes_student': 6, 'nodes_matched': 6, 'nodes_missing': 1, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 6, 'edges_wrong_type': 0, 'edges_missing': 2, 'edges_extra': 0, 'total_name_cost': 9.02731166779995, 'total_attr_cost': 6.35131207505862, 'total_method_cost': 9.519514133532843}",21,"{'node_substitutions': 21, 'edge_wrong_types': 0, 'total_operations': 21}",missing_classes,"[60, 80]",['Removed class: Pelanggan'],71.97449614241359,7,6,6,1,0,8,6,0,Good,Good,2.648942503027314,2.648942503027314
student_024,74.99465514729509,7.335423913598061,22.0,0.33342835970900275,52.55596786737442,71.42857142857143,25.0,"{'nodes_key': 7, 'nodes_student': 5, 'nodes_matched': 5, 'nodes_missing': 2, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 2, 'edges_wrong_type': 0, 'edges_missing': 6, 'edges_extra': 0, 'total_name_cost': 7.116604819893837, 'total_attr_cost': 4.586843819419543, 'total_method_cost': 4.877755204836527}",15,"{'node_substitutions': 15, 'edge_wrong_types': 0, 'total_operations': 15}",missing_classes,"[60, 80]","['Removed class: Pesanan', 'Removed class: Faktur']",73.12559472468503,7,5,5,2,0,8,2,0,Good,Good,1.8690604226100618,1.8690604226100618
student_025,82.37753219526428,4.706311070173979,22.0,0.2139232304624536,53.0172935128212,71.42857142857143,62.5,"{'nodes_key': 7, 'nodes_student': 5, 'nodes_matched': 5, 'nodes_missing': 2, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 5, 'edges_wrong_type': 0, 'edges_missing': 3, 'edges_extra': 0, 'total_name_cost': 7.04740597307682, 'total_attr_cost': 4.595694674054782, 'total_method_cost': 3.975455929835637}",15,"{'node_substitutions': 15, 'edge_wrong_types': 0, 'total_operations': 15}",missing_classes,"[60, 80]","['Removed class: Pengiriman', 'Removed class: Faktur']",86.40090538547047,7,5,5,2,0,8,5,0,Good,Good,4.023373190206186,4.023373190206186
student_026,83.07133497624386,4.483262856304646,22.0,0.20378467528657482,61.83100945892788,77.77777777777779,100.0,"{'nodes_key': 7, 'nodes_student': 9, 'nodes_matched': 5, 'nodes_missing': 0, 'nodes_extra': 2, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 16.03097602725029, 'total_attr_cost': 21.81572457353274, 'total_method_cost': 22.015737185875572}",42,"{'node_substitutions': 42, 'edge_wrong_types': 0, 'total_operations': 42}",extra_classes,"[60, 80]","['Added extra class: ExtraClass1', 'Added extra class: ExtraClass2']",82.34400523420788,7,9,5,0,2,8,8,0,Good,Good,0.7273297420359768,0.7273297420359768
student_027,86.33117401038433,3.4832628563046457,22.0,0.15833012983202935,61.2948601586478,87.5,100.0,"{'nodes_key': 7, 'nodes_student': 8, 'nodes_matched': 6, 'nodes_missing': 0, 'nodes_extra': 1, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 13.546798944473267, 'total_attr_cost': 14.815724573532739, 'total_method_cost': 16.63207812110583}",35,"{'node_substitutions': 35, 'edge_wrong_types': 0, 'total_operations': 35}",extra_classes,"[60, 80]",['Added extra class: ExtraClass1'],85.51521892409913,7,8,6,0,1,8,8,0,Good,Good,0.8159550862852001,0.8159550862852001
student_028,86.33117401038433,3.4832628563046457,22.0,0.15833012983202935,61.2948601586478,87.5,100.0,"{'nodes_key': 7, 'nodes_student': 8, 'nodes_matched': 6, 'nodes_missing': 0, 'nodes_extra': 1, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 13.546798944473267, 'total_attr_cost': 14.815724573532739, 'total_method_cost': 16.63207812110583}",35,"{'node_substitutions': 35, 'edge_wrong_types': 0, 'total_operations': 35}",extra_classes,"[60, 80]",['Added extra class: ExtraClass1'],81.94590859393345,7,8,6,0,1,8,8,0,Good,Good,4.385265416450878,4.385265416450878
student_029,86.33117401038433,3.4832628563046457,22.0,0.15833012983202935,61.2948601586478,87.5,100.0,"{'nodes_key': 7, 'nodes_student': 8, 'nodes_matched': 6, 'nodes_missing': 0, 'nodes_extra': 1, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 13.546798944473267, 'total_attr_cost': 14.815724573532739, 'total_method_cost': 16.63207812110583}",35,"{'node_substitutions': 35, 'edge_wrong_types': 0, 'total_operations': 35}",extra_classes,"[60, 80]",['Added extra class: ExtraClass1'],84.09659696028419,7,8,6,0,1,8,8,0,Good,Good,2.2345770501001425,2.2345770501001425
student_030,86.33117401038433,3.4832628563046457,22.0,0.15833012983202935,61.2948601586478,87.5,100.0,"{'nodes_key': 7, 'nodes_student': 8, 'nodes_matched': 6, 'nodes_missing': 0, 'nodes_extra': 1, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 13.546798944473267, 'total_attr_cost': 14.815724573532739, 'total_method_cost': 16.63207812110583}",35,"{'node_substitutions': 35, 'edge_wrong_types': 0, 'total_operations': 35}",extra_classes,"[60, 80]",['Added extra class: ExtraClass1'],81.33662004447382,7,8,6,0,1,8,8,0,Good,Good,4.994553965910512,4.994553965910512
student_031,73.5674902023846,7.9045134467383225,22.0,0.35929606576083284,58.70239803833621,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.563328549265862, 'total_attr_cost': 10.526780838767687, 'total_method_cost': 12.44170015056928}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",missing_attributes,"[70, 85]","['Removed attribute idPesanan from Faktur', 'Removed attribute status from Pesanan']",72.21313214218274,7,7,7,0,0,8,8,0,Good,Good,1.3543580602018608,1.3543580602018608
student_032,70.14051204931245,9.365610767900943,22.0,0.42570958035913375,58.84941225605351,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.522164568305016, 'total_attr_cost': 14.343519787987072, 'total_method_cost': 12.241881350676218}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",missing_attributes,"[70, 85]","['Removed attribute status from Pengiriman', 'Removed attribute idPengiriman from Pengiriman', 'Removed attribute status from Pesanan', 'Removed attribute idPesanan from Pengiriman']",71.93963341825777,7,7,7,0,0,8,8,0,Good,Good,1.7991213689453218,1.7991213689453218
student_033,93.06151378025862,1.640277388940255,22.0,0.07455806313364796,60.161851399711196,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.154681608080864, 'total_attr_cost': 10.969281675418218, 'total_method_cost': 11.252924591302872}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",missing_attributes,"[70, 85]","['Removed attribute idPelanggan from KeranjangBelanja', 'Removed attribute idPesanan from Pengiriman']",93.44308116346762,7,7,7,0,0,8,8,0,Excellent,Excellent,0.38156738320900274,0.38156738320900274
student_034,85.23668401346674,3.810483191162348,22.0,0.17320378141647036,60.31642880822932,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.111399933695793, 'total_attr_cost': 11.21435656050841, 'total_method_cost': 11.26067168513934}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",missing_attributes,"[70, 85]","['Removed attribute totalJumlah from Pesanan', 'Removed attribute nama from Pelanggan', 'Removed attribute tanggalPembayaran from Pembayaran', 'Removed attribute deskripsi from Produk']",86.43985237208727,7,7,7,0,0,8,8,0,Good,Good,1.2031683586205304,1.2031683586205304
student_035,74.08381015701366,7.696096830566724,22.0,0.34982258320757836,60.20264758595398,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.143258675932884, 'total_attr_cost': 11.28896003762881, 'total_method_cost': 11.267929186423618}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",missing_attributes,"[70, 85]","['Removed attribute idKeranjang from KeranjangBelanja', 'Removed attribute idPengiriman from Pengiriman', 'Removed attribute email from Pelanggan']",70.76170975607452,7,7,7,0,0,8,8,0,Good,Good,3.322100400939135,3.322100400939135
student_036,88.97650678799187,2.7256279148161413,22.0,0.12389217794618824,59.62596221693924,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.304730579257011, 'total_attr_cost': 7.738850913445154, 'total_method_cost': 14.076976507902147}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",missing_methods,"[70, 85]",['Removed method perbarui from Produk'],87.2530182014566,7,7,7,0,0,8,8,0,Good,Good,1.723488586535268,1.723488586535268
student_037,73.83836036929704,7.794811111688614,22.0,0.3543095959858461,59.56648550927639,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.32138405740261, 'total_attr_cost': 7.761598847309748, 'total_method_cost': 14.962867031494778}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",missing_methods,"[70, 85]","['Removed method kirimPesanan from Pengiriman', 'Removed method batalkanPesanan from Pesanan']",71.62782459363882,7,7,7,0,0,8,8,0,Good,Good,2.210535775658215,2.210535775658215
student_038,85.05686217629979,3.865050081908703,22.0,0.17568409463221377,60.31642880822932,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.111399933695793, 'total_attr_cost': 7.806486002604166, 'total_method_cost': 16.374063313007355}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",missing_methods,"[70, 85]","['Removed method perbarui from Produk', 'Removed method prosesPembayaran from Pembayaran']",80.65196394296515,7,7,7,0,0,8,8,0,Good,Good,4.4048982333346345,4.4048982333346345
