diagram_id,similarity_score,ged_value,max_possible_ged,normalized_ged,semantic_score,structural_score,relationship_score,details,num_edit_operations,edit_operations_summary,variation_type,expected_score_range,modifications,human_score,nodes_key,nodes_student,nodes_matched,nodes_missing,nodes_extra,edges_key,edges_student,edges_wrong_type,system_category,human_category,error,abs_error,iteration
student_011,89.56979541287212,2.561851345747709,22.0,0.1164477884430777,56.89714726592814,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 12.068798765540123, 'total_attr_cost': 7.738850913445154, 'total_method_cost': 11.297819763422012}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",minor_semantic,"[85, 95]","['Changed Produk to Barang (synonym)', 'Changed Pelanggan to Pembeli (synonym)']",91.15548920142416,7,7,7,0,0,8,8,0,Good,Excellent,1.5856937885520497,1.5856937885520497,iter_01
student_012,89.85665620367027,2.483439435064793,22.0,0.1128836106847633,60.01654379069805,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.195367738604546, 'total_attr_cost': 7.81572457353274, 'total_method_cost': 11.248419056336086}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",minor_semantic,"[85, 95]",['Changed Pembayaran to Transaksi (synonym)'],90.60237377234456,7,7,7,0,0,8,8,0,Good,Excellent,0.7457175686742801,0.7457175686742801,iter_01
student_013,89.60012121493006,2.55353821143508,22.0,0.1160699187015945,58.60405558986324,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.590864434838295, 'total_attr_cost': 7.738850913445154, 'total_method_cost': 11.297819763422012}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",minor_semantic,"[85, 95]",['Changed Produk to Item (synonym)'],84.74773644987488,7,7,7,0,0,8,8,0,Good,Good,4.852384765055177,4.852384765055177,iter_01
student_014,89.84716258481608,2.486026455461979,22.0,0.113001202520999,59.954430961183135,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.212759330868721, 'total_attr_cost': 7.81572457353274, 'total_method_cost': 11.248419056336086}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",minor_semantic,"[85, 95]",['Changed Pesanan to Pemesanan (synonym)'],88.70185161610733,7,7,7,0,0,8,8,0,Good,Good,1.145310968708742,1.145310968708742,iter_01
student_015,93.813583028744,1.450761914998293,22.0,0.0659437234090133,60.69689616560936,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.00486907362938, 'total_attr_cost': 7.7459186236063635, 'total_method_cost': 11.252924591302872}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",minor_semantic,"[85, 95]",['Changed Pembayaran to Bayar (synonym)'],97.36151874286014,7,7,7,0,0,8,8,0,Excellent,Excellent,3.547935714116136,3.547935714116136,iter_01
student_016,89.79038080283566,2.5015109673142435,22.0,0.1137050439688292,59.30436519639832,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.394777745008469, 'total_attr_cost': 7.81572457353274, 'total_method_cost': 11.248419056336086}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",spelling_errors,"[80, 90]","['Typo: Produk → Produk', 'Typo: KeranjangBelanja → KaranjangBelanja', 'Typo: Faktur → Fektur']",87.44768112267346,7,7,7,0,0,8,8,0,Good,Good,2.342699680162198,2.342699680162198,iter_01
student_017,89.94403372765044,2.4596546187996866,22.0,0.111802482672713,60.50059694264616,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.059832856059074, 'total_attr_cost': 7.81572457353274, 'total_method_cost': 11.248419056336086}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",spelling_errors,"[80, 90]","['Typo: Faktur → Faktur', 'Typo: Pesanan → Pasanan']",91.60463508917496,7,7,7,0,0,8,8,0,Good,Excellent,1.6606013615245274,1.6606013615245274,iter_01
student_018,89.86861078425126,2.4801825776696207,22.0,0.1127355717122554,60.10598758501666,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.170323476195335, 'total_attr_cost': 7.81572457353274, 'total_method_cost': 11.248419056336086}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",spelling_errors,"[80, 90]","['Typo: KeranjangBelanja → KerenjangBelanja', 'Typo: Pelanggan → Pelanggan', 'Typo: Produk → Produk']",89.12336151297806,7,7,7,0,0,8,8,0,Good,Good,0.7452492712731953,0.7452492712731953,iter_01
student_019,93.76984632126532,1.461699963361025,22.0,0.0664409074255011,59.95236150920391,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.213338777422905, 'total_attr_cost': 7.7459186236063635, 'total_method_cost': 11.252924591302872}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",spelling_errors,"[80, 90]","['Typo: Pesanan → Pesanan', 'Typo: Pengiriman → Pengeriman']",88.43285491409893,7,7,7,0,0,8,8,0,Excellent,Good,5.336991407166408,5.336991407166408,iter_01
student_020,93.86490473929038,1.4379399426281454,22.0,0.0653609064830975,60.0520275001015,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.18543229997158, 'total_attr_cost': 7.7459186236063635, 'total_method_cost': 11.252924591302872}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",spelling_errors,"[80, 90]","['Typo: KeranjangBelanja → KerenjangBelanja', 'Typo: Pengiriman → Pengeriman', 'Typo: Pelanggan → Pelenggan']",97.24900530569806,7,7,7,0,0,8,8,0,Excellent,Excellent,3.3841005664076818,3.3841005664076818,iter_01
student_021,86.27900341328045,3.498671901226044,22.0,0.1590305409648201,57.32036665791557,85.71428571428572,75.0,"{'nodes_key': 7, 'nodes_student': 6, 'nodes_matched': 6, 'nodes_missing': 1, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 6, 'edges_wrong_type': 0, 'edges_missing': 2, 'edges_extra': 0, 'total_name_cost': 8.96272300183773, 'total_attr_cost': 6.152757597963015, 'total_method_cost': 6.532132426897683}",21,"{'node_substitutions': 21, 'edge_wrong_types': 0, 'total_operations': 21}",missing_classes,"[60, 80]",['Removed class: Faktur'],87.86177037565945,7,6,6,1,0,8,6,0,Good,Good,1.5827669623789973,1.5827669623789973,iter_01
student_022,86.27900341328045,3.498671901226044,22.0,0.1590305409648201,57.32036665791557,85.71428571428572,75.0,"{'nodes_key': 7, 'nodes_student': 6, 'nodes_matched': 6, 'nodes_missing': 1, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 6, 'edges_wrong_type': 0, 'edges_missing': 2, 'edges_extra': 0, 'total_name_cost': 8.96272300183773, 'total_attr_cost': 6.152757597963015, 'total_method_cost': 6.532132426897683}",21,"{'node_substitutions': 21, 'edge_wrong_types': 0, 'total_operations': 21}",missing_classes,"[60, 80]",['Removed class: Faktur'],85.56956283192446,7,6,6,1,0,8,6,0,Good,Good,0.7094405813559916,0.7094405813559916,iter_01
student_023,74.6234386454409,7.481353847185771,22.0,0.3400615385084441,57.012801581905,85.71428571428572,75.0,"{'nodes_key': 7, 'nodes_student': 6, 'nodes_matched': 6, 'nodes_missing': 1, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 6, 'edges_wrong_type': 0, 'edges_missing': 2, 'edges_extra': 0, 'total_name_cost': 9.02731166779995, 'total_attr_cost': 6.35131207505862, 'total_method_cost': 9.519514133532843}",21,"{'node_substitutions': 21, 'edge_wrong_types': 0, 'total_operations': 21}",missing_classes,"[60, 80]",['Removed class: Pelanggan'],74.83363503526871,7,6,6,1,0,8,6,0,Good,Good,0.2101963898278143,0.2101963898278143,iter_01
student_024,69.86329634123388,9.490068680047989,22.0,0.4313667581839995,52.96431531508763,71.42857142857143,37.5,"{'nodes_key': 7, 'nodes_student': 5, 'nodes_matched': 5, 'nodes_missing': 2, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 4, 'edges_wrong_type': 1, 'edges_missing': 4, 'edges_extra': 0, 'total_name_cost': 7.0553527027368546, 'total_attr_cost': 4.530178445577621, 'total_method_cost': 7.182841390371323}",16,"{'node_substitutions': 15, 'edge_wrong_types': 1, 'total_operations': 16}",missing_classes,"[60, 80]","['Removed class: Pelanggan', 'Removed class: Produk']",64.4249915810491,7,5,5,2,0,8,4,1,Fair,Fair,5.438304760184778,5.438304760184778,iter_01
student_025,80.03400332852256,5.488316321869691,22.0,0.2494689237213496,58.94191556033634,85.71428571428572,75.0,"{'nodes_key': 7, 'nodes_student': 6, 'nodes_matched': 6, 'nodes_missing': 1, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 6, 'edges_wrong_type': 0, 'edges_missing': 2, 'edges_extra': 0, 'total_name_cost': 8.622197732329369, 'total_attr_cost': 5.198898476362228, 'total_method_cost': 9.038628101348877}",21,"{'node_substitutions': 21, 'edge_wrong_types': 0, 'total_operations': 21}",missing_classes,"[60, 80]",['Removed class: KeranjangBelanja'],78.67238737018843,7,6,6,1,0,8,6,0,Good,Good,1.3616159583341272,1.3616159583341272,iter_01
student_026,86.33117401038433,3.4832628563046457,22.0,0.1583301298320293,61.2948601586478,87.5,100.0,"{'nodes_key': 7, 'nodes_student': 8, 'nodes_matched': 6, 'nodes_missing': 0, 'nodes_extra': 1, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 13.546798944473267, 'total_attr_cost': 14.815724573532739, 'total_method_cost': 16.63207812110583}",35,"{'node_substitutions': 35, 'edge_wrong_types': 0, 'total_operations': 35}",extra_classes,"[60, 80]",['Added extra class: ExtraClass1'],85.77580244387957,7,8,6,0,1,8,8,0,Good,Good,0.5553715665047605,0.5553715665047605,iter_01
student_027,86.33117401038433,3.4832628563046457,22.0,0.1583301298320293,61.2948601586478,87.5,100.0,"{'nodes_key': 7, 'nodes_student': 8, 'nodes_matched': 6, 'nodes_missing': 0, 'nodes_extra': 1, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 13.546798944473267, 'total_attr_cost': 14.815724573532739, 'total_method_cost': 16.63207812110583}",35,"{'node_substitutions': 35, 'edge_wrong_types': 0, 'total_operations': 35}",extra_classes,"[60, 80]",['Added extra class: ExtraClass1'],82.65620238568971,7,8,6,0,1,8,8,0,Good,Good,3.6749716246946207,3.6749716246946207,iter_01
student_028,83.07133497624386,4.483262856304646,22.0,0.2037846752865748,61.83100945892788,77.77777777777779,100.0,"{'nodes_key': 7, 'nodes_student': 9, 'nodes_matched': 5, 'nodes_missing': 0, 'nodes_extra': 2, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 16.03097602725029, 'total_attr_cost': 21.81572457353274, 'total_method_cost': 22.015737185875572}",42,"{'node_substitutions': 42, 'edge_wrong_types': 0, 'total_operations': 42}",extra_classes,"[60, 80]","['Added extra class: ExtraClass1', 'Added extra class: ExtraClass2']",76.89504989430631,7,9,5,0,2,8,8,0,Good,Good,6.17628508193755,6.17628508193755,iter_01
student_029,83.07133497624386,4.483262856304646,22.0,0.2037846752865748,61.83100945892788,77.77777777777779,100.0,"{'nodes_key': 7, 'nodes_student': 9, 'nodes_matched': 5, 'nodes_missing': 0, 'nodes_extra': 2, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 16.03097602725029, 'total_attr_cost': 21.81572457353274, 'total_method_cost': 22.015737185875572}",42,"{'node_substitutions': 42, 'edge_wrong_types': 0, 'total_operations': 42}",extra_classes,"[60, 80]","['Added extra class: ExtraClass1', 'Added extra class: ExtraClass2']",80.27878164241594,7,9,5,0,2,8,8,0,Good,Good,2.792553333827925,2.792553333827925,iter_01
student_030,83.07133497624386,4.483262856304646,22.0,0.2037846752865748,61.83100945892788,77.77777777777779,100.0,"{'nodes_key': 7, 'nodes_student': 9, 'nodes_matched': 5, 'nodes_missing': 0, 'nodes_extra': 2, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 16.03097602725029, 'total_attr_cost': 21.81572457353274, 'total_method_cost': 22.015737185875572}",42,"{'node_substitutions': 42, 'edge_wrong_types': 0, 'total_operations': 42}",extra_classes,"[60, 80]","['Added extra class: ExtraClass1', 'Added extra class: ExtraClass2']",88.37155962788889,7,9,5,0,2,8,8,0,Good,Good,5.300224651645024,5.300224651645024,iter_01
student_031,74.17127549196843,7.661078165471554,22.0,0.3482308257032524,60.20264758595398,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.143258675932884, 'total_attr_cost': 10.404702190558115, 'total_method_cost': 11.267929186423618}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",missing_attributes,"[70, 85]","['Removed attribute telepon from Pelanggan', 'Removed attribute nomorPelacakan from Pengiriman', 'Removed attribute harga from Produk']",71.57859519962379,7,7,7,0,0,8,8,0,Good,Good,2.592680292344639,2.592680292344639,iter_01
student_032,73.15472880128469,8.073243877043327,22.0,0.3669656307746967,58.70239803833621,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.563328549265862, 'total_attr_cost': 14.072214309374491, 'total_method_cost': 12.44170015056928}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",missing_attributes,"[70, 85]","['Removed attribute idPembayaran from Pembayaran', 'Removed attribute tanggalPembayaran from Pembayaran', 'Removed attribute tanggalPesanan from Pesanan', 'Removed attribute idPesanan from Pesanan']",73.58746502423672,7,7,7,0,0,8,8,0,Good,Good,0.4327362229520304,0.4327362229520304,iter_01
student_033,71.85300335852538,8.618066012114287,22.0,0.3917302732779221,60.19483022391796,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.14544753730297, 'total_attr_cost': 9.338577124476434, 'total_method_cost': 11.263423651456833}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",missing_attributes,"[70, 85]","['Removed attribute idPesanan from Faktur', 'Removed attribute alamat from Pelanggan']",72.45462943603856,7,7,7,0,0,8,8,0,Good,Good,0.6016260775131741,0.6016260775131741,iter_01
student_034,70.75090548724329,9.095008393873773,22.0,0.4134094724488077,58.76953713595867,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.544529601931572, 'total_attr_cost': 12.662763913472492, 'total_method_cost': 12.46329497297605}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",missing_attributes,"[70, 85]","['Removed attribute totalJumlah from Pembayaran', 'Removed attribute status from Pesanan', 'Removed attribute status from Pengiriman', 'Removed attribute idPesanan from Pengiriman']",68.76177747658494,7,7,7,0,0,8,8,0,Good,Fair,1.989128010658348,1.989128010658348,iter_01
student_035,92.41031641896224,1.8068657835324609,22.0,0.0821302628878391,60.1618513997112,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.154681608080864, 'total_attr_cost': 14.501444123188653, 'total_method_cost': 11.252924591302872}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",missing_attributes,"[70, 85]","['Removed attribute idPesanan from Pengiriman', 'Removed attribute nomorPelacakan from Pengiriman', 'Removed attribute totalJumlah from Pembayaran', 'Removed attribute idKeranjang from KeranjangBelanja']",94.02622536379371,7,7,7,0,0,8,8,0,Excellent,Excellent,1.6159089448314743,1.6159089448314743,iter_01
student_036,73.27099768320868,8.025522642831007,22.0,0.3647964837650457,59.188734686800416,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.427154287695885, 'total_attr_cost': 9.403239307800929, 'total_method_cost': 15.413891643285751}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",missing_methods,"[70, 85]","['Removed method perbarui from Pelanggan', 'Removed method daftar from Pelanggan', 'Removed method hapusProduk from KeranjangBelanja']",71.7003992842183,7,7,7,0,0,8,8,0,Good,Good,1.57059839899037,1.57059839899037,iter_01
student_037,88.63690781263767,2.820360437780619,22.0,0.1281982017173008,60.10321809777192,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.171098932623863, 'total_attr_cost': 7.798527113596598, 'total_method_cost': 16.40630211432775}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",missing_methods,"[70, 85]","['Removed method validasiPembayaran from Pembayaran', 'Removed method kirimPesanan from Pengiriman']",91.25551879474796,7,7,7,0,0,8,8,0,Good,Excellent,2.6186109821102974,2.6186109821102974,iter_01
